,experiment_id,question_id,percentage_correct,answer_id,answer_incorrect,programming_experience,hpc_experience,written,comments
99,510623123.347915,M4,0.75,A4,False,intermediate,beginner,beginner,
100,510623123.347915,M6,0.75,A1,False,intermediate,beginner,beginner,
101,510623123.347915,M6,0.75,A2,True,intermediate,beginner,beginner,
102,510623123.347915,M6,0.75,A3,False,intermediate,beginner,beginner,
103,510623123.347915,M6,0.75,A4,False,intermediate,beginner,beginner,
104,510623123.347915,M7,0.75,A1,False,intermediate,beginner,beginner,
105,510623123.347915,M7,0.75,A2,False,intermediate,beginner,beginner,
106,510623123.347915,M7,0.75,A3,False,intermediate,beginner,beginner,
107,510623123.347915,M7,0.75,A4,True,intermediate,beginner,beginner,
108,510623510.644882,T1,1.0,A1,False,beginner,beginner,,
109,510623510.644882,T1,1.0,A2,False,beginner,beginner,,
110,510623510.644882,T1,1.0,A3,False,beginner,beginner,,
111,510623510.644882,T1,1.0,A4,False,beginner,beginner,,
112,510623510.644882,T2,0.75,A1,False,beginner,beginner,,
113,510623510.644882,T2,0.75,A2,False,beginner,beginner,,
114,510623510.644882,T2,0.75,A3,True,beginner,beginner,,
115,510623510.644882,T2,0.75,A4,False,beginner,beginner,,
116,510623510.644882,T3,0.75,A1,False,beginner,beginner,,
117,510623510.644882,T3,0.75,A2,False,beginner,beginner,,
118,510623510.644882,T3,0.75,A3,True,beginner,beginner,,
119,510623510.644882,T3,0.75,A4,False,beginner,beginner,,
120,510623510.644882,M1,1.0,A1,False,beginner,beginner,,
121,510623510.644882,M1,1.0,A2,False,beginner,beginner,,
122,510623510.644882,M1,1.0,A3,False,beginner,beginner,,
123,510623510.644882,M1,1.0,A4,False,beginner,beginner,,
124,510623510.644882,M2,1.0,A1,False,beginner,beginner,,
125,510623510.644882,M2,1.0,A2,False,beginner,beginner,,
126,510623510.644882,M2,1.0,A3,False,beginner,beginner,,
127,510623510.644882,M2,1.0,A4,False,beginner,beginner,,
128,510623510.644882,M3,0.0,A1,True,beginner,beginner,,
129,510623510.644882,M3,0.0,A2,True,beginner,beginner,,
130,510623510.644882,M3,0.0,A3,True,beginner,beginner,,
131,510623510.644882,M3,0.0,A4,True,beginner,beginner,,
132,510623510.644882,M4,0.75,A1,False,beginner,beginner,,
133,510623510.644882,M4,0.75,A2,False,beginner,beginner,,
134,510623510.644882,M4,0.75,A3,True,beginner,beginner,,
135,510623510.644882,M4,0.75,A4,False,beginner,beginner,,
136,510623510.644882,M6,0.5,A1,False,beginner,beginner,,
137,510623510.644882,M6,0.5,A2,True,beginner,beginner,,
138,510623510.644882,M6,0.5,A3,False,beginner,beginner,,
139,510623510.644882,M6,0.5,A4,True,beginner,beginner,,
140,510623510.644882,M7,0.75,A1,False,beginner,beginner,,
141,510623510.644882,M7,0.75,A2,False,beginner,beginner,,
142,510623510.644882,M7,0.75,A3,False,beginner,beginner,,
143,510623510.644882,M7,0.75,A4,True,beginner,beginner,,
144,510624049.8592849,T1,0.75,A1,False,beginner,none,,
145,510624049.8592849,T1,0.75,A2,False,beginner,none,,
146,510624049.8592849,T1,0.75,A3,True,beginner,none,,
147,510624049.8592849,T1,0.75,A4,False,beginner,none,,
148,510624049.8592849,T2,1.0,A1,False,beginner,none,,
149,510624049.8592849,T2,1.0,A2,False,beginner,none,,
150,510624049.8592849,T2,1.0,A3,False,beginner,none,,
151,510624049.8592849,T2,1.0,A4,False,beginner,none,,
152,510624049.8592849,T3,1.0,A1,False,beginner,none,,
153,510624049.8592849,T3,1.0,A2,False,beginner,none,,
154,510624049.8592849,T3,1.0,A3,False,beginner,none,,
155,510624049.8592849,T3,1.0,A4,False,beginner,none,,
156,510624049.8592849,M1,0.75,A1,True,beginner,none,,
157,510624049.8592849,M1,0.75,A2,False,beginner,none,,
158,510624049.8592849,M1,0.75,A3,False,beginner,none,,
159,510624049.8592849,M1,0.75,A4,False,beginner,none,,
160,510624049.8592849,M2,0.75,A1,False,beginner,none,,
161,510624049.8592849,M2,0.75,A2,False,beginner,none,,
162,510624049.8592849,M2,0.75,A3,False,beginner,none,,
163,510624049.8592849,M2,0.75,A4,True,beginner,none,,
164,510624049.8592849,M3,1.0,A1,False,beginner,none,,
165,510624049.8592849,M3,1.0,A2,False,beginner,none,,
166,510624049.8592849,M3,1.0,A3,False,beginner,none,,
167,510624049.8592849,M3,1.0,A4,False,beginner,none,,
168,510624049.8592849,M4,1.0,A1,False,beginner,none,,
169,510624049.8592849,M4,1.0,A2,False,beginner,none,,
170,510624049.8592849,M4,1.0,A3,False,beginner,none,,
171,510624049.8592849,M4,1.0,A4,False,beginner,none,,
172,510624049.8592849,M6,1.0,A1,False,beginner,none,,
173,510624049.8592849,M6,1.0,A2,False,beginner,none,,
174,510624049.8592849,M6,1.0,A3,False,beginner,none,,
175,510624049.8592849,M6,1.0,A4,False,beginner,none,,
176,510624049.8592849,M7,1.0,A1,False,beginner,none,,
177,510624049.8592849,M7,1.0,A2,False,beginner,none,,
178,510624049.8592849,M7,1.0,A3,False,beginner,none,,
179,510624049.8592849,M7,1.0,A4,False,beginner,none,,
180,510624678.806518,T1,0.75,A1,False,advanced,intermediate,intermediate,
181,510624678.806518,T1,0.75,A2,False,advanced,intermediate,intermediate,
182,510624678.806518,T1,0.75,A3,True,advanced,intermediate,intermediate,
183,510624678.806518,T1,0.75,A4,False,advanced,intermediate,intermediate,
184,510624678.806518,T2,0.75,A1,True,advanced,intermediate,intermediate,
185,510624678.806518,T2,0.75,A2,False,advanced,intermediate,intermediate,
186,510624678.806518,T2,0.75,A3,False,advanced,intermediate,intermediate,
187,510624678.806518,T2,0.75,A4,False,advanced,intermediate,intermediate,
188,510624678.806518,T3,1.0,A1,False,advanced,intermediate,intermediate,
189,510624678.806518,T3,1.0,A2,False,advanced,intermediate,intermediate,
190,510624678.806518,T3,1.0,A3,False,advanced,intermediate,intermediate,
191,510624678.806518,T3,1.0,A4,False,advanced,intermediate,intermediate,
192,510624678.806518,M1,0.5,A1,True,advanced,intermediate,intermediate,
193,510624678.806518,M1,0.5,A2,False,advanced,intermediate,intermediate,
194,510624678.806518,M1,0.5,A3,True,advanced,intermediate,intermediate,
195,510624678.806518,M1,0.5,A4,False,advanced,intermediate,intermediate,
196,510624678.806518,M2,0.75,A1,True,advanced,intermediate,intermediate,
197,510624678.806518,M2,0.75,A2,False,advanced,intermediate,intermediate,
198,510624678.806518,M2,0.75,A3,False,advanced,intermediate,intermediate,
199,510624678.806518,M2,0.75,A4,False,advanced,intermediate,intermediate,
200,510624678.806518,M3,0.75,A1,False,advanced,intermediate,intermediate,
201,510624678.806518,M3,0.75,A2,False,advanced,intermediate,intermediate,
202,510624678.806518,M3,0.75,A3,True,advanced,intermediate,intermediate,
203,510624678.806518,M3,0.75,A4,False,advanced,intermediate,intermediate,
204,510624678.806518,M4,0.75,A1,True,advanced,intermediate,intermediate,
205,510624678.806518,M4,0.75,A2,False,advanced,intermediate,intermediate,
206,510624678.806518,M4,0.75,A3,False,advanced,intermediate,intermediate,
207,510624678.806518,M4,0.75,A4,False,advanced,intermediate,intermediate,
208,510624678.806518,M6,0.75,A1,False,advanced,intermediate,intermediate,
209,510624678.806518,M6,0.75,A2,True,advanced,intermediate,intermediate,
210,510624678.806518,M6,0.75,A3,False,advanced,intermediate,intermediate,
211,510624678.806518,M6,0.75,A4,False,advanced,intermediate,intermediate,
212,510624678.806518,M7,0.75,A1,False,advanced,intermediate,intermediate,
213,510624678.806518,M7,0.75,A2,False,advanced,intermediate,intermediate,
214,510624678.806518,M7,0.75,A3,False,advanced,intermediate,intermediate,
215,510624678.806518,M7,0.75,A4,True,advanced,intermediate,intermediate,
216,510625100.960153,T1,1.0,A1,False,advanced,advanced,,
217,510625100.960153,T1,1.0,A2,False,advanced,advanced,,
218,510625100.960153,T1,1.0,A3,False,advanced,advanced,,
219,510625100.960153,T1,1.0,A4,False,advanced,advanced,,
220,510625100.960153,T2,1.0,A1,False,advanced,advanced,,
221,510625100.960153,T2,1.0,A2,False,advanced,advanced,,
222,510625100.960153,T2,1.0,A3,False,advanced,advanced,,
223,510625100.960153,T2,1.0,A4,False,advanced,advanced,,
224,510625100.960153,T3,0.5,A1,True,advanced,advanced,,
225,510625100.960153,T3,0.5,A2,False,advanced,advanced,,
226,510625100.960153,T3,0.5,A3,True,advanced,advanced,,
227,510625100.960153,T3,0.5,A4,False,advanced,advanced,,
228,510625100.960153,M1,0.75,A1,True,advanced,advanced,,
229,510625100.960153,M1,0.75,A2,False,advanced,advanced,,
230,510625100.960153,M1,0.75,A3,False,advanced,advanced,,
231,510625100.960153,M1,0.75,A4,False,advanced,advanced,,
232,510625100.960153,M2,0.75,A1,False,advanced,advanced,,
233,510625100.960153,M2,0.75,A2,False,advanced,advanced,,
234,510625100.960153,M2,0.75,A3,False,advanced,advanced,,
235,510625100.960153,M2,0.75,A4,True,advanced,advanced,,
236,510625100.960153,M3,0.25,A1,True,advanced,advanced,,
237,510625100.960153,M3,0.25,A2,False,advanced,advanced,,
238,510625100.960153,M3,0.25,A3,True,advanced,advanced,,
239,510625100.960153,M3,0.25,A4,True,advanced,advanced,,
240,510625100.960153,M4,0.5,A1,True,advanced,advanced,,
241,510625100.960153,M4,0.5,A2,False,advanced,advanced,,
242,510625100.960153,M4,0.5,A3,True,advanced,advanced,,
243,510625100.960153,M4,0.5,A4,False,advanced,advanced,,
244,510625100.960153,M6,0.75,A1,False,advanced,advanced,,
245,510625100.960153,M6,0.75,A2,False,advanced,advanced,,
246,510625100.960153,M6,0.75,A3,False,advanced,advanced,,
247,510625100.960153,M6,0.75,A4,True,advanced,advanced,,
248,510625100.960153,M7,0.75,A1,False,advanced,advanced,,
249,510625100.960153,M7,0.75,A2,False,advanced,advanced,,
250,510625100.960153,M7,0.75,A3,False,advanced,advanced,,
251,510625100.960153,M7,0.75,A4,True,advanced,advanced,,
252,510625507.00501,T1,0.75,A1,True,intermediate,beginner,beginner,
253,510625507.00501,T1,0.75,A2,False,intermediate,beginner,beginner,
254,510625507.00501,T1,0.75,A3,False,intermediate,beginner,beginner,
255,510625507.00501,T1,0.75,A4,False,intermediate,beginner,beginner,
256,510625507.00501,T2,0.75,A1,False,intermediate,beginner,beginner,
257,510625507.00501,T2,0.75,A2,False,intermediate,beginner,beginner,
258,510625507.00501,T2,0.75,A3,False,intermediate,beginner,beginner,
259,510625507.00501,T2,0.75,A4,True,intermediate,beginner,beginner,
260,510625507.00501,T3,0.5,A1,True,intermediate,beginner,beginner,
261,510625507.00501,T3,0.5,A2,False,intermediate,beginner,beginner,
262,510625507.00501,T3,0.5,A3,True,intermediate,beginner,beginner,
263,510625507.00501,T3,0.5,A4,False,intermediate,beginner,beginner,
264,510625507.00501,M1,0.5,A1,False,intermediate,beginner,beginner,
265,510625507.00501,M1,0.5,A2,True,intermediate,beginner,beginner,
266,510625507.00501,M1,0.5,A3,True,intermediate,beginner,beginner,
267,510625507.00501,M1,0.5,A4,False,intermediate,beginner,beginner,
268,510625507.00501,M2,0.75,A1,True,intermediate,beginner,beginner,
269,510625507.00501,M2,0.75,A2,False,intermediate,beginner,beginner,
270,510625507.00501,M2,0.75,A3,False,intermediate,beginner,beginner,
271,510625507.00501,M2,0.75,A4,False,intermediate,beginner,beginner,
272,510625507.00501,M3,0.25,A1,True,intermediate,beginner,beginner,
273,510625507.00501,M3,0.25,A2,False,intermediate,beginner,beginner,
274,510625507.00501,M3,0.25,A3,True,intermediate,beginner,beginner,
275,510625507.00501,M3,0.25,A4,True,intermediate,beginner,beginner,
276,510625507.00501,M4,0.5,A1,True,intermediate,beginner,beginner,
277,510625507.00501,M4,0.5,A2,False,intermediate,beginner,beginner,
278,510625507.00501,M4,0.5,A3,True,intermediate,beginner,beginner,
279,510625507.00501,M4,0.5,A4,False,intermediate,beginner,beginner,
280,510625507.00501,M6,0.75,A1,False,intermediate,beginner,beginner,
281,510625507.00501,M6,0.75,A2,True,intermediate,beginner,beginner,
282,510625507.00501,M6,0.75,A3,False,intermediate,beginner,beginner,
283,510625507.00501,M6,0.75,A4,False,intermediate,beginner,beginner,
284,510625507.00501,M7,0.75,A1,False,intermediate,beginner,beginner,
285,510625507.00501,M7,0.75,A2,False,intermediate,beginner,beginner,
286,510625507.00501,M7,0.75,A3,False,intermediate,beginner,beginner,
287,510625507.00501,M7,0.75,A4,True,intermediate,beginner,beginner,
288,510625933.063763,T1,0.5,A1,True,none,none,,
289,510625933.063763,T1,0.5,A2,False,none,none,,
290,510625933.063763,T1,0.5,A3,True,none,none,,
291,510625933.063763,T1,0.5,A4,False,none,none,,
292,510625933.063763,T2,0.75,A1,False,none,none,,
293,510625933.063763,T2,0.75,A2,False,none,none,,
294,510625933.063763,T2,0.75,A3,False,none,none,,
295,510625933.063763,T2,0.75,A4,True,none,none,,
296,510625933.063763,T3,0.25,A1,True,none,none,,
297,510625933.063763,T3,0.25,A2,False,none,none,,
298,510625933.063763,T3,0.25,A3,True,none,none,,
299,510625933.063763,T3,0.25,A4,True,none,none,,
300,510625933.063763,M1,1.0,A1,False,none,none,,
301,510625933.063763,M1,1.0,A2,False,none,none,,
302,510625933.063763,M1,1.0,A3,False,none,none,,
303,510625933.063763,M1,1.0,A4,False,none,none,,
304,510625933.063763,M2,1.0,A1,False,none,none,,
305,510625933.063763,M2,1.0,A2,False,none,none,,
306,510625933.063763,M2,1.0,A3,False,none,none,,
307,510625933.063763,M2,1.0,A4,False,none,none,,
308,510625933.063763,M3,0.5,A1,True,none,none,,
309,510625933.063763,M3,0.5,A2,False,none,none,,
310,510625933.063763,M3,0.5,A3,True,none,none,,
311,510625933.063763,M3,0.5,A4,False,none,none,,
312,510625933.063763,M4,0.75,A1,True,none,none,,
313,510625933.063763,M4,0.75,A2,False,none,none,,
314,510625933.063763,M4,0.75,A3,False,none,none,,
315,510625933.063763,M4,0.75,A4,False,none,none,,
316,510625933.063763,M6,0.75,A1,False,none,none,,
317,510625933.063763,M6,0.75,A2,True,none,none,,
318,510625933.063763,M6,0.75,A3,False,none,none,,
319,510625933.063763,M6,0.75,A4,False,none,none,,
320,510625933.063763,M7,0.5,A1,False,none,none,,
321,510625933.063763,M7,0.5,A2,True,none,none,,
322,510625933.063763,M7,0.5,A3,False,none,none,,
323,510625933.063763,M7,0.5,A4,True,none,none,,
324,510626207.010776,T1,1.0,A1,False,intermediate,beginner,beginner,
325,510626207.010776,T1,1.0,A2,False,intermediate,beginner,beginner,
326,510626207.010776,T1,1.0,A3,False,intermediate,beginner,beginner,
327,510626207.010776,T1,1.0,A4,False,intermediate,beginner,beginner,
328,510626207.010776,T2,0.75,A1,False,intermediate,beginner,beginner,
329,510626207.010776,T2,0.75,A2,True,intermediate,beginner,beginner,
330,510626207.010776,T2,0.75,A3,False,intermediate,beginner,beginner,
331,510626207.010776,T2,0.75,A4,False,intermediate,beginner,beginner,
332,510626207.010776,T3,0.5,A1,True,intermediate,beginner,beginner,
333,510626207.010776,T3,0.5,A2,False,intermediate,beginner,beginner,
334,510626207.010776,T3,0.5,A3,True,intermediate,beginner,beginner,
335,510626207.010776,T3,0.5,A4,False,intermediate,beginner,beginner,
336,510626207.010776,M1,1.0,A1,False,intermediate,beginner,beginner,
337,510626207.010776,M1,1.0,A2,False,intermediate,beginner,beginner,
338,510626207.010776,M1,1.0,A3,False,intermediate,beginner,beginner,
339,510626207.010776,M1,1.0,A4,False,intermediate,beginner,beginner,
340,510626207.010776,M2,0.75,A1,False,intermediate,beginner,beginner,
341,510626207.010776,M2,0.75,A2,False,intermediate,beginner,beginner,
342,510626207.010776,M2,0.75,A3,False,intermediate,beginner,beginner,
343,510626207.010776,M2,0.75,A4,True,intermediate,beginner,beginner,
344,510626207.010776,M3,0.75,A1,False,intermediate,beginner,beginner,
345,510626207.010776,M3,0.75,A2,False,intermediate,beginner,beginner,
346,510626207.010776,M3,0.75,A3,True,intermediate,beginner,beginner,
347,510626207.010776,M3,0.75,A4,False,intermediate,beginner,beginner,
348,510626207.010776,M4,0.75,A1,True,intermediate,beginner,beginner,
349,510626207.010776,M4,0.75,A2,False,intermediate,beginner,beginner,
350,510626207.010776,M4,0.75,A3,False,intermediate,beginner,beginner,
351,510626207.010776,M4,0.75,A4,False,intermediate,beginner,beginner,
352,510626207.010776,M6,1.0,A1,False,intermediate,beginner,beginner,
353,510626207.010776,M6,1.0,A2,False,intermediate,beginner,beginner,
354,510626207.010776,M6,1.0,A3,False,intermediate,beginner,beginner,
355,510626207.010776,M6,1.0,A4,False,intermediate,beginner,beginner,
356,510626207.010776,M7,0.75,A1,False,intermediate,beginner,beginner,
357,510626207.010776,M7,0.75,A2,False,intermediate,beginner,beginner,
358,510626207.010776,M7,0.75,A3,False,intermediate,beginner,beginner,
359,510626207.010776,M7,0.75,A4,True,intermediate,beginner,beginner,
360,510679745.071083,T1,1.0,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
361,510679745.071083,T1,1.0,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
362,510679745.071083,T1,1.0,A3,False,advanced,intermediate,,Maybe explain why I need to take the test.
363,510679745.071083,T1,1.0,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
364,510679745.071083,T2,0.75,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
365,510679745.071083,T2,0.75,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
366,510679745.071083,T2,0.75,A3,True,advanced,intermediate,,Maybe explain why I need to take the test.
367,510679745.071083,T2,0.75,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
368,510679745.071083,T3,0.75,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
369,510679745.071083,T3,0.75,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
370,510679745.071083,T3,0.75,A3,True,advanced,intermediate,,Maybe explain why I need to take the test.
371,510679745.071083,T3,0.75,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
372,510679745.071083,M1,1.0,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
373,510679745.071083,M1,1.0,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
374,510679745.071083,M1,1.0,A3,False,advanced,intermediate,,Maybe explain why I need to take the test.
375,510679745.071083,M1,1.0,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
376,510679745.071083,M2,0.5,A1,True,advanced,intermediate,,Maybe explain why I need to take the test.
377,510679745.071083,M2,0.5,A2,True,advanced,intermediate,,Maybe explain why I need to take the test.
378,510679745.071083,M2,0.5,A3,False,advanced,intermediate,,Maybe explain why I need to take the test.
379,510679745.071083,M2,0.5,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
380,510679745.071083,M3,0.5,A1,True,advanced,intermediate,,Maybe explain why I need to take the test.
381,510679745.071083,M3,0.5,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
382,510679745.071083,M3,0.5,A3,True,advanced,intermediate,,Maybe explain why I need to take the test.
383,510679745.071083,M3,0.5,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
384,510679745.071083,M4,0.75,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
385,510679745.071083,M4,0.75,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
386,510679745.071083,M4,0.75,A3,True,advanced,intermediate,,Maybe explain why I need to take the test.
387,510679745.071083,M4,0.75,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
388,510679745.071083,M6,1.0,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
389,510679745.071083,M6,1.0,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
390,510679745.071083,M6,1.0,A3,False,advanced,intermediate,,Maybe explain why I need to take the test.
391,510679745.071083,M6,1.0,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
392,510679745.071083,M7,1.0,A1,False,advanced,intermediate,,Maybe explain why I need to take the test.
393,510679745.071083,M7,1.0,A2,False,advanced,intermediate,,Maybe explain why I need to take the test.
394,510679745.071083,M7,1.0,A3,False,advanced,intermediate,,Maybe explain why I need to take the test.
395,510679745.071083,M7,1.0,A4,False,advanced,intermediate,,Maybe explain why I need to take the test.
396,510680303.284801,T1,0.75,A1,False,intermediate,beginner,beginner,
397,510680303.284801,T1,0.75,A2,True,intermediate,beginner,beginner,
398,510680303.284801,T1,0.75,A3,False,intermediate,beginner,beginner,
399,510680303.284801,T1,0.75,A4,False,intermediate,beginner,beginner,
400,510680303.284801,T2,1.0,A1,False,intermediate,beginner,beginner,
401,510680303.284801,T2,1.0,A2,False,intermediate,beginner,beginner,
402,510680303.284801,T2,1.0,A3,False,intermediate,beginner,beginner,
403,510680303.284801,T2,1.0,A4,False,intermediate,beginner,beginner,
404,510680303.284801,T3,0.0,A1,True,intermediate,beginner,beginner,
405,510680303.284801,T3,0.0,A2,True,intermediate,beginner,beginner,
406,510680303.284801,T3,0.0,A3,True,intermediate,beginner,beginner,
407,510680303.284801,T3,0.0,A4,True,intermediate,beginner,beginner,
408,510680303.284801,M1,0.75,A1,False,intermediate,beginner,beginner,
409,510680303.284801,M1,0.75,A2,True,intermediate,beginner,beginner,
